,class,mean_cases,population,ratio,state,date
20905,green,0,106235,0.0,Virgin Islands,2020-03-22
20904,green,0,106235,0.0,Virgin Islands,2020-03-21
20903,green,0,106235,0.0,Virgin Islands,2020-03-20
20902,green,0,106235,0.0,Virgin Islands,2020-03-19
20901,green,0,106235,0.0,Virgin Islands,2020-03-18
20900,green,0,106235,0.0,Virgin Islands,2020-03-17
20899,green,0,106235,0.0,Virgin Islands,2020-03-16
20898,green,0,106235,0.0,Virgin Islands,2020-03-15
20896,darkgreen,0,106235,0.0,Virgin Islands,2020-03-13
20948,green,0,106235,0.0,Virgin Islands,2020-05-04
2558,darkgreen,0,3557006,0.0,Connecticut,2020-02-22
2560,darkgreen,0,3557006,0.0,Connecticut,2020-02-24
20468,green,0,623347,0.0,Vermont,2020-03-11
20467,green,0,623347,0.0,Vermont,2020-03-10
20466,green,0,623347,0.0,Vermont,2020-03-09
20465,green,0,623347,0.0,Vermont,2020-03-08
20464,darkgreen,0,623347,0.0,Vermont,2020-03-07
20463,darkgreen,0,623347,0.0,Vermont,2020-03-06
20462,darkgreen,0,623347,0.0,Vermont,2020-03-05
20461,darkgreen,0,623347,0.0,Vermont,2020-03-04
20460,darkgreen,0,623347,0.0,Vermont,2020-03-03
20459,darkgreen,0,623347,0.0,Vermont,2020-03-02
20458,darkgreen,0,623347,0.0,Vermont,2020-03-01
20457,darkgreen,0,623347,0.0,Vermont,2020-02-29
20456,darkgreen,0,623347,0.0,Vermont,2020-02-28
20455,darkgreen,0,623347,0.0,Vermont,2020-02-27
20454,darkgreen,0,623347,0.0,Vermont,2020-02-26
20453,darkgreen,0,623347,0.0,Vermont,2020-02-25
20452,darkgreen,0,623347,0.0,Vermont,2020-02-24
20451,darkgreen,0,623347,0.0,Vermont,2020-02-23
20450,darkgreen,0,623347,0.0,Vermont,2020-02-22
20449,darkgreen,0,623347,0.0,Vermont,2020-02-21
20448,darkgreen,0,623347,0.0,Vermont,2020-02-20
20469,green,0,623347,0.0,Vermont,2020-03-12
2559,darkgreen,0,3557006,0.0,Connecticut,2020-02-23
20470,green,0,623347,0.0,Vermont,2020-03-13
20472,green,0,623347,0.0,Vermont,2020-03-15
2561,darkgreen,0,3557006,0.0,Connecticut,2020-02-25
2562,darkgreen,0,3557006,0.0,Connecticut,2020-02-26
2563,darkgreen,0,3557006,0.0,Connecticut,2020-02-27
2564,darkgreen,0,3557006,0.0,Connecticut,2020-02-28
2565,darkgreen,0,3557006,0.0,Connecticut,2020-02-29
2566,darkgreen,0,3557006,0.0,Connecticut,2020-03-01
2567,darkgreen,0,3557006,0.0,Connecticut,2020-03-02
2568,darkgreen,0,3557006,0.0,Connecticut,2020-03-03
2569,darkgreen,0,3557006,0.0,Connecticut,2020-03-04
2570,darkgreen,0,3557006,0.0,Connecticut,2020-03-05
2571,darkgreen,0,3557006,0.0,Connecticut,2020-03-06
2572,darkgreen,0,3557006,0.0,Connecticut,2020-03-07
2573,darkgreen,0,3557006,0.0,Connecticut,2020-03-08
2574,green,0,3557006,0.0,Connecticut,2020-03-09
2575,green,0,3557006,0.0,Connecticut,2020-03-10
2576,green,0,3557006,0.0,Connecticut,2020-03-11
2577,green,0,3557006,0.0,Connecticut,2020-03-12
2578,green,0,3557006,0.0,Connecticut,2020-03-13
2579,green,0,3557006,0.0,Connecticut,2020-03-14
20474,green,0,623347,0.0,Vermont,2020-03-17
20473,green,0,623347,0.0,Vermont,2020-03-16
20471,green,0,623347,0.0,Vermont,2020-03-14
20949,green,0,106235,0.0,Virgin Islands,2020-05-05
20950,green,0,106235,0.0,Virgin Islands,2020-05-06
20951,green,0,106235,0.0,Virgin Islands,2020-05-07
21005,green,0,106235,0.0,Virgin Islands,2020-06-30
21004,green,0,106235,0.0,Virgin Islands,2020-06-29
21003,green,0,106235,0.0,Virgin Islands,2020-06-28
21002,green,0,106235,0.0,Virgin Islands,2020-06-27
21001,green,0,106235,0.0,Virgin Islands,2020-06-26
21000,green,0,106235,0.0,Virgin Islands,2020-06-25
20999,green,0,106235,0.0,Virgin Islands,2020-06-24
20998,green,0,106235,0.0,Virgin Islands,2020-06-23
20997,green,0,106235,0.0,Virgin Islands,2020-06-22
20996,green,0,106235,0.0,Virgin Islands,2020-06-21
20995,green,0,106235,0.0,Virgin Islands,2020-06-20
20994,green,0,106235,0.0,Virgin Islands,2020-06-19
20993,green,0,106235,0.0,Virgin Islands,2020-06-18
20992,green,0,106235,0.0,Virgin Islands,2020-06-17
20991,green,0,106235,0.0,Virgin Islands,2020-06-16
20990,green,0,106235,0.0,Virgin Islands,2020-06-15
20989,green,0,106235,0.0,Virgin Islands,2020-06-14
20988,green,0,106235,0.0,Virgin Islands,2020-06-13
20987,green,0,106235,0.0,Virgin Islands,2020-06-12
20986,green,0,106235,0.0,Virgin Islands,2020-06-11
20985,green,0,106235,0.0,Virgin Islands,2020-06-10
21108,green,0,106235,0.0,Virgin Islands,2020-10-11
20984,green,0,106235,0.0,Virgin Islands,2020-06-09
21109,green,0,106235,0.0,Virgin Islands,2020-10-12
21111,green,0,106235,0.0,Virgin Islands,2020-10-14
21307,darkgreen,0,8590563,0.0,Virginia,2020-02-27
21306,darkgreen,0,8590563,0.0,Virginia,2020-02-26
21305,darkgreen,0,8590563,0.0,Virginia,2020-02-25
21304,darkgreen,0,8590563,0.0,Virginia,2020-02-24
21303,darkgreen,0,8590563,0.0,Virginia,2020-02-23
21302,darkgreen,0,8590563,0.0,Virginia,2020-02-22
21301,darkgreen,0,8590563,0.0,Virginia,2020-02-21
21300,darkgreen,0,8590563,0.0,Virginia,2020-02-20
1704,green,0,39368078,0.0,California,2020-02-20
1705,green,0,39368078,0.0,California,2020-02-21
1706,green,0,39368078,0.0,California,2020-02-22
1707,green,0,39368078,0.0,California,2020-02-23
1708,green,0,39368078,0.0,California,2020-02-24
1709,green,0,39368078,0.0,California,2020-02-25
1710,green,0,39368078,0.0,California,2020-02-26
21117,green,0,106235,0.0,Virgin Islands,2020-10-20
21116,green,0,106235,0.0,Virgin Islands,2020-10-19
21115,green,0,106235,0.0,Virgin Islands,2020-10-18
21114,green,0,106235,0.0,Virgin Islands,2020-10-17
21113,green,0,106235,0.0,Virgin Islands,2020-10-16
21112,green,0,106235,0.0,Virgin Islands,2020-10-15
21110,green,0,106235,0.0,Virgin Islands,2020-10-13
20983,green,0,106235,0.0,Virgin Islands,2020-06-08
20982,green,0,106235,0.0,Virgin Islands,2020-06-07
20981,green,0,106235,0.0,Virgin Islands,2020-06-06
2133,darkgreen,0,5807719,0.0,Colorado,2020-02-23
2134,darkgreen,0,5807719,0.0,Colorado,2020-02-24
2135,darkgreen,0,5807719,0.0,Colorado,2020-02-25
2136,darkgreen,0,5807719,0.0,Colorado,2020-02-26
2137,darkgreen,0,5807719,0.0,Colorado,2020-02-27
2138,darkgreen,0,5807719,0.0,Colorado,2020-02-28
2139,darkgreen,0,5807719,0.0,Colorado,2020-02-29
2140,darkgreen,0,5807719,0.0,Colorado,2020-03-01
2141,darkgreen,0,5807719,0.0,Colorado,2020-03-02
2142,darkgreen,0,5807719,0.0,Colorado,2020-03-03
2143,darkgreen,0,5807719,0.0,Colorado,2020-03-04
2144,darkgreen,0,5807719,0.0,Colorado,2020-03-05
2145,green,0,5807719,0.0,Colorado,2020-03-06
2146,green,0,5807719,0.0,Colorado,2020-03-07
2147,green,0,5807719,0.0,Colorado,2020-03-08
2148,green,0,5807719,0.0,Colorado,2020-03-09
2149,green,0,5807719,0.0,Colorado,2020-03-10
20957,green,0,106235,0.0,Virgin Islands,2020-05-13
20956,green,0,106235,0.0,Virgin Islands,2020-05-12
20955,green,0,106235,0.0,Virgin Islands,2020-05-11
20954,green,0,106235,0.0,Virgin Islands,2020-05-10
2132,darkgreen,0,5807719,0.0,Colorado,2020-02-22
2131,darkgreen,0,5807719,0.0,Colorado,2020-02-21
2130,darkgreen,0,5807719,0.0,Colorado,2020-02-20
20958,green,0,106235,0.0,Virgin Islands,2020-05-14
20980,green,0,106235,0.0,Virgin Islands,2020-06-05
20979,green,0,106235,0.0,Virgin Islands,2020-06-04
20978,green,0,106235,0.0,Virgin Islands,2020-06-03
20977,green,0,106235,0.0,Virgin Islands,2020-06-02
20976,green,0,106235,0.0,Virgin Islands,2020-06-01
20975,green,0,106235,0.0,Virgin Islands,2020-05-31
20974,green,0,106235,0.0,Virgin Islands,2020-05-30
20973,green,0,106235,0.0,Virgin Islands,2020-05-29
20972,green,0,106235,0.0,Virgin Islands,2020-05-28
20971,green,0,106235,0.0,Virgin Islands,2020-05-27
2982,darkgreen,0,986809,0.0,Delaware,2020-02-20
20970,green,0,106235,0.0,Virgin Islands,2020-05-26
20968,green,0,106235,0.0,Virgin Islands,2020-05-24
20967,green,0,106235,0.0,Virgin Islands,2020-05-23
20966,green,0,106235,0.0,Virgin Islands,2020-05-22
20965,green,0,106235,0.0,Virgin Islands,2020-05-21
20964,green,0,106235,0.0,Virgin Islands,2020-05-20
20963,green,0,106235,0.0,Virgin Islands,2020-05-19
20962,green,0,106235,0.0,Virgin Islands,2020-05-18
20961,green,0,106235,0.0,Virgin Islands,2020-05-17
20960,green,0,106235,0.0,Virgin Islands,2020-05-16
20959,green,0,106235,0.0,Virgin Islands,2020-05-15
20969,green,0,106235,0.0,Virgin Islands,2020-05-25
2983,darkgreen,0,986809,0.0,Delaware,2020-02-21
2984,darkgreen,0,986809,0.0,Delaware,2020-02-22
2985,darkgreen,0,986809,0.0,Delaware,2020-02-23
18754,darkgreen,0,892717,0.0,South Dakota,2020-03-01
18753,darkgreen,0,892717,0.0,South Dakota,2020-02-29
18752,darkgreen,0,892717,0.0,South Dakota,2020-02-28
18751,darkgreen,0,892717,0.0,South Dakota,2020-02-27
18750,darkgreen,0,892717,0.0,South Dakota,2020-02-26
18749,darkgreen,0,892717,0.0,South Dakota,2020-02-25
18748,darkgreen,0,892717,0.0,South Dakota,2020-02-24
18747,darkgreen,0,892717,0.0,South Dakota,2020-02-23
18746,darkgreen,0,892717,0.0,South Dakota,2020-02-22
18745,darkgreen,0,892717,0.0,South Dakota,2020-02-21
18744,darkgreen,0,892717,0.0,South Dakota,2020-02-20
3834,darkgreen,0,21733312,0.0,Florida,2020-02-20
3835,darkgreen,0,21733312,0.0,Florida,2020-02-21
3836,darkgreen,0,21733312,0.0,Florida,2020-02-22
3837,darkgreen,0,21733312,0.0,Florida,2020-02-23
3838,darkgreen,0,21733312,0.0,Florida,2020-02-24
3839,darkgreen,0,21733312,0.0,Florida,2020-02-25
3840,darkgreen,0,21733312,0.0,Florida,2020-02-26
3841,darkgreen,0,21733312,0.0,Florida,2020-02-27
3842,darkgreen,0,21733312,0.0,Florida,2020-02-28
3843,darkgreen,0,21733312,0.0,Florida,2020-02-29
18755,darkgreen,0,892717,0.0,South Dakota,2020-03-02
3844,darkgreen,0,21733312,0.0,Florida,2020-03-01
18756,darkgreen,0,892717,0.0,South Dakota,2020-03-03
18758,darkgreen,0,892717,0.0,South Dakota,2020-03-05
3425,green,0,712816,0.0,District of Columbia,2020-03-08
3426,green,0,712816,0.0,District of Columbia,2020-03-09
3427,green,0,712816,0.0,District of Columbia,2020-03-10
3428,green,0,712816,0.0,District of Columbia,2020-03-11
3429,green,0,712816,0.0,District of Columbia,2020-03-12
3430,green,0,712816,0.0,District of Columbia,2020-03-13
3431,green,0,712816,0.0,District of Columbia,2020-03-14
18772,green,0,892717,0.0,South Dakota,2020-03-19
18771,green,0,892717,0.0,South Dakota,2020-03-18
18770,green,0,892717,0.0,South Dakota,2020-03-17
18769,green,0,892717,0.0,South Dakota,2020-03-16
18768,green,0,892717,0.0,South Dakota,2020-03-15
18767,green,0,892717,0.0,South Dakota,2020-03-14
18766,green,0,892717,0.0,South Dakota,2020-03-13
18765,green,0,892717,0.0,South Dakota,2020-03-12
18764,green,0,892717,0.0,South Dakota,2020-03-11
18763,darkgreen,0,892717,0.0,South Dakota,2020-03-10
18762,darkgreen,0,892717,0.0,South Dakota,2020-03-09
18761,darkgreen,0,892717,0.0,South Dakota,2020-03-08
18760,darkgreen,0,892717,0.0,South Dakota,2020-03-07
18759,darkgreen,0,892717,0.0,South Dakota,2020-03-06
18757,darkgreen,0,892717,0.0,South Dakota,2020-03-04
3845,green,0,21733312,0.0,Florida,2020-03-02
3846,green,0,21733312,0.0,Florida,2020-03-03
3847,green,0,21733312,0.0,Florida,2020-03-04
18320,darkgreen,0,5218040,0.0,South Carolina,2020-02-22
18319,darkgreen,0,5218040,0.0,South Carolina,2020-02-21
18318,darkgreen,0,5218040,0.0,South Carolina,2020-02-20
17914,green,0,1057125,0.0,Rhode Island,2020-03-13
17913,green,0,1057125,0.0,Rhode Island,2020-03-12
17912,green,0,1057125,0.0,Rhode Island,2020-03-11
17911,green,0,1057125,0.0,Rhode Island,2020-03-10
17910,green,0,1057125,0.0,Rhode Island,2020-03-09
17909,green,0,1057125,0.0,Rhode Island,2020-03-08
17908,green,0,1057125,0.0,Rhode Island,2020-03-07
17907,green,0,1057125,0.0,Rhode Island,2020-03-06
17906,green,0,1057125,0.0,Rhode Island,2020-03-05
17905,green,0,1057125,0.0,Rhode Island,2020-03-04
17904,green,0,1057125,0.0,Rhode Island,2020-03-03
17903,green,0,1057125,0.0,Rhode Island,2020-03-02
17902,darkgreen,0,1057125,0.0,Rhode Island,2020-03-01
6413,green,0,6754953,0.0,Indiana,2020-03-14
17900,darkgreen,0,1057125,0.0,Rhode Island,2020-02-28
17899,darkgreen,0,1057125,0.0,Rhode Island,2020-02-27
17898,darkgreen,0,1057125,0.0,Rhode Island,2020-02-26
17897,darkgreen,0,1057125,0.0,Rhode Island,2020-02-25
18321,darkgreen,0,5218040,0.0,South Carolina,2020-02-23
18322,darkgreen,0,5218040,0.0,South Carolina,2020-02-24
18323,darkgreen,0,5218040,0.0,South Carolina,2020-02-25
18324,darkgreen,0,5218040,0.0,South Carolina,2020-02-26
3848,green,0,21733312,0.0,Florida,2020-03-05
3849,green,0,21733312,0.0,Florida,2020-03-06
3850,green,0,21733312,0.0,Florida,2020-03-07
3851,green,0,21733312,0.0,Florida,2020-03-08
3852,green,0,21733312,0.0,Florida,2020-03-09
18341,green,0,5218040,0.0,South Carolina,2020-03-14
18340,green,0,5218040,0.0,South Carolina,2020-03-13
18339,green,0,5218040,0.0,South Carolina,2020-03-12
18338,green,0,5218040,0.0,South Carolina,2020-03-11
18337,green,0,5218040,0.0,South Carolina,2020-03-10
3424,darkgreen,0,712816,0.0,District of Columbia,2020-03-07
18336,green,0,5218040,0.0,South Carolina,2020-03-09
18334,green,0,5218040,0.0,South Carolina,2020-03-07
18333,darkgreen,0,5218040,0.0,South Carolina,2020-03-06
18332,darkgreen,0,5218040,0.0,South Carolina,2020-03-05
18331,darkgreen,0,5218040,0.0,South Carolina,2020-03-04
18330,darkgreen,0,5218040,0.0,South Carolina,2020-03-03
18329,darkgreen,0,5218040,0.0,South Carolina,2020-03-02
18328,darkgreen,0,5218040,0.0,South Carolina,2020-03-01
18327,darkgreen,0,5218040,0.0,South Carolina,2020-02-29
18326,darkgreen,0,5218040,0.0,South Carolina,2020-02-28
18325,darkgreen,0,5218040,0.0,South Carolina,2020-02-27
18335,green,0,5218040,0.0,South Carolina,2020-03-08
17895,darkgreen,0,1057125,0.0,Rhode Island,2020-02-23
3423,darkgreen,0,712816,0.0,District of Columbia,2020-03-06
3421,darkgreen,0,712816,0.0,District of Columbia,2020-03-04
20043,green,0,3249879,0.0,Utah,2020-03-12
20042,green,0,3249879,0.0,Utah,2020-03-11
20041,green,0,3249879,0.0,Utah,2020-03-10
20040,green,0,3249879,0.0,Utah,2020-03-09
20039,green,0,3249879,0.0,Utah,2020-03-08
20038,green,0,3249879,0.0,Utah,2020-03-07
20037,green,0,3249879,0.0,Utah,2020-03-06
20036,green,0,3249879,0.0,Utah,2020-03-05
20035,green,0,3249879,0.0,Utah,2020-03-04
20034,green,0,3249879,0.0,Utah,2020-03-03
20033,green,0,3249879,0.0,Utah,2020-03-02
20032,green,0,3249879,0.0,Utah,2020-03-01
20031,green,0,3249879,0.0,Utah,2020-02-29
20030,green,0,3249879,0.0,Utah,2020-02-28
20029,green,0,3249879,0.0,Utah,2020-02-27
20028,green,0,3249879,0.0,Utah,2020-02-26
20027,darkgreen,0,3249879,0.0,Utah,2020-02-25
20026,darkgreen,0,3249879,0.0,Utah,2020-02-24
20025,darkgreen,0,3249879,0.0,Utah,2020-02-23
20024,darkgreen,0,3249879,0.0,Utah,2020-02-22
20023,darkgreen,0,3249879,0.0,Utah,2020-02-21
20044,green,0,3249879,0.0,Utah,2020-03-13
20022,darkgreen,0,3249879,0.0,Utah,2020-02-20
20045,green,0,3249879,0.0,Utah,2020-03-14
3007,green,0,986809,0.0,Delaware,2020-03-16
2986,darkgreen,0,986809,0.0,Delaware,2020-02-24
2987,darkgreen,0,986809,0.0,Delaware,2020-02-25
2988,darkgreen,0,986809,0.0,Delaware,2020-02-26
2989,darkgreen,0,986809,0.0,Delaware,2020-02-27
2990,darkgreen,0,986809,0.0,Delaware,2020-02-28
2991,darkgreen,0,986809,0.0,Delaware,2020-02-29
2992,darkgreen,0,986809,0.0,Delaware,2020-03-01
2993,darkgreen,0,986809,0.0,Delaware,2020-03-02
2994,darkgreen,0,986809,0.0,Delaware,2020-03-03
2995,darkgreen,0,986809,0.0,Delaware,2020-03-04
2996,darkgreen,0,986809,0.0,Delaware,2020-03-05
2997,darkgreen,0,986809,0.0,Delaware,2020-03-06
2998,darkgreen,0,986809,0.0,Delaware,2020-03-07
2999,darkgreen,0,986809,0.0,Delaware,2020-03-08
3000,darkgreen,0,986809,0.0,Delaware,2020-03-09
3001,darkgreen,0,986809,0.0,Delaware,2020-03-10
3002,darkgreen,0,986809,0.0,Delaware,2020-03-11
3003,green,0,986809,0.0,Delaware,2020-03-12
3004,green,0,986809,0.0,Delaware,2020-03-13
3005,green,0,986809,0.0,Delaware,2020-03-14
3006,green,0,986809,0.0,Delaware,2020-03-15
3008,green,0,986809,0.0,Delaware,2020-03-17
19610,green,0,29360759,0.0,Texas,2020-03-05
19609,green,0,29360759,0.0,Texas,2020-03-04
19608,green,0,29360759,0.0,Texas,2020-03-03
19177,darkgreen,0,6886834,0.0,Tennessee,2020-02-27
19176,darkgreen,0,6886834,0.0,Tennessee,2020-02-26
19175,darkgreen,0,6886834,0.0,Tennessee,2020-02-25
19174,darkgreen,0,6886834,0.0,Tennessee,2020-02-24
19173,darkgreen,0,6886834,0.0,Tennessee,2020-02-23
19172,darkgreen,0,6886834,0.0,Tennessee,2020-02-22
19171,darkgreen,0,6886834,0.0,Tennessee,2020-02-21
19170,darkgreen,0,6886834,0.0,Tennessee,2020-02-20
3408,darkgreen,0,712816,0.0,District of Columbia,2020-02-20
3409,darkgreen,0,712816,0.0,District of Columbia,2020-02-21
3410,darkgreen,0,712816,0.0,District of Columbia,2020-02-22
3411,darkgreen,0,712816,0.0,District of Columbia,2020-02-23
3412,darkgreen,0,712816,0.0,District of Columbia,2020-02-24
3413,darkgreen,0,712816,0.0,District of Columbia,2020-02-25
3414,darkgreen,0,712816,0.0,District of Columbia,2020-02-26
3415,darkgreen,0,712816,0.0,District of Columbia,2020-02-27
3416,darkgreen,0,712816,0.0,District of Columbia,2020-02-28
3417,darkgreen,0,712816,0.0,District of Columbia,2020-02-29
3418,darkgreen,0,712816,0.0,District of Columbia,2020-03-01
3419,darkgreen,0,712816,0.0,District of Columbia,2020-03-02
3420,darkgreen,0,712816,0.0,District of Columbia,2020-03-03
19178,darkgreen,0,6886834,0.0,Tennessee,2020-02-28
19179,darkgreen,0,6886834,0.0,Tennessee,2020-02-29
19180,darkgreen,0,6886834,0.0,Tennessee,2020-03-01
19181,darkgreen,0,6886834,0.0,Tennessee,2020-03-02
19607,green,0,29360759,0.0,Texas,2020-03-02
19606,green,0,29360759,0.0,Texas,2020-03-01
19605,green,0,29360759,0.0,Texas,2020-02-29
19604,green,0,29360759,0.0,Texas,2020-02-28
19603,green,0,29360759,0.0,Texas,2020-02-27
19602,green,0,29360759,0.0,Texas,2020-02-26
19601,green,0,29360759,0.0,Texas,2020-02-25
19600,green,0,29360759,0.0,Texas,2020-02-24
19599,green,0,29360759,0.0,Texas,2020-02-23
19598,green,0,29360759,0.0,Texas,2020-02-22
3422,darkgreen,0,712816,0.0,District of Columbia,2020-03-05
19597,green,0,29360759,0.0,Texas,2020-02-21
19191,green,0,6886834,0.0,Tennessee,2020-03-12
19190,green,0,6886834,0.0,Tennessee,2020-03-11
19189,green,0,6886834,0.0,Tennessee,2020-03-10
19188,green,0,6886834,0.0,Tennessee,2020-03-09
19187,green,0,6886834,0.0,Tennessee,2020-03-08
19186,green,0,6886834,0.0,Tennessee,2020-03-07
19185,green,0,6886834,0.0,Tennessee,2020-03-06
19184,darkgreen,0,6886834,0.0,Tennessee,2020-03-05
19183,darkgreen,0,6886834,0.0,Tennessee,2020-03-04
19182,darkgreen,0,6886834,0.0,Tennessee,2020-03-03
19596,green,0,29360759,0.0,Texas,2020-02-20
15666,green,0,51433,0.0,Northern Mariana Islands,2021-01-15
15658,green,0,51433,0.0,Northern Mariana Islands,2021-01-07
15664,green,0,51433,0.0,Northern Mariana Islands,2021-01-13
8521,darkgreen,0,1350141,0.0,Maine,2020-02-21
8522,darkgreen,0,1350141,0.0,Maine,2020-02-22
8523,darkgreen,0,1350141,0.0,Maine,2020-02-23
8524,darkgreen,0,1350141,0.0,Maine,2020-02-24
8525,darkgreen,0,1350141,0.0,Maine,2020-02-25
8526,darkgreen,0,1350141,0.0,Maine,2020-02-26
8527,darkgreen,0,1350141,0.0,Maine,2020-02-27
8528,darkgreen,0,1350141,0.0,Maine,2020-02-28
8529,darkgreen,0,1350141,0.0,Maine,2020-02-29
8530,darkgreen,0,1350141,0.0,Maine,2020-03-01
8531,darkgreen,0,1350141,0.0,Maine,2020-03-02
8532,darkgreen,0,1350141,0.0,Maine,2020-03-03
8533,darkgreen,0,1350141,0.0,Maine,2020-03-04
8534,darkgreen,0,1350141,0.0,Maine,2020-03-05
8535,darkgreen,0,1350141,0.0,Maine,2020-03-06
8536,darkgreen,0,1350141,0.0,Maine,2020-03-07
8537,darkgreen,0,1350141,0.0,Maine,2020-03-08
8538,darkgreen,0,1350141,0.0,Maine,2020-03-09
8539,darkgreen,0,1350141,0.0,Maine,2020-03-10
8540,darkgreen,0,1350141,0.0,Maine,2020-03-11
8541,darkgreen,0,1350141,0.0,Maine,2020-03-12
8520,darkgreen,0,1350141,0.0,Maine,2020-02-20
8542,green,0,1350141,0.0,Maine,2020-03-13
13206,darkgreen,0,8882371,0.0,New Jersey,2020-02-20
13208,darkgreen,0,8882371,0.0,New Jersey,2020-02-22
8112,darkgreen,0,4645318,0.0,Louisiana,2020-03-09
8113,green,0,4645318,0.0,Louisiana,2020-03-10
8114,green,0,4645318,0.0,Louisiana,2020-03-11
8115,green,0,4645318,0.0,Louisiana,2020-03-12
13225,green,0,8882371,0.0,New Jersey,2020-03-10
13224,green,0,8882371,0.0,New Jersey,2020-03-09
13223,green,0,8882371,0.0,New Jersey,2020-03-08
13222,green,0,8882371,0.0,New Jersey,2020-03-07
13221,green,0,8882371,0.0,New Jersey,2020-03-06
13220,green,0,8882371,0.0,New Jersey,2020-03-05
13219,darkgreen,0,8882371,0.0,New Jersey,2020-03-04
13218,darkgreen,0,8882371,0.0,New Jersey,2020-03-03
13217,darkgreen,0,8882371,0.0,New Jersey,2020-03-02
13216,darkgreen,0,8882371,0.0,New Jersey,2020-03-01
13215,darkgreen,0,8882371,0.0,New Jersey,2020-02-29
13214,darkgreen,0,8882371,0.0,New Jersey,2020-02-28
13213,darkgreen,0,8882371,0.0,New Jersey,2020-02-27
13212,darkgreen,0,8882371,0.0,New Jersey,2020-02-26
13211,darkgreen,0,8882371,0.0,New Jersey,2020-02-25
13210,darkgreen,0,8882371,0.0,New Jersey,2020-02-24
13209,darkgreen,0,8882371,0.0,New Jersey,2020-02-23
13207,darkgreen,0,8882371,0.0,New Jersey,2020-02-21
8111,darkgreen,0,4645318,0.0,Louisiana,2020-03-08
8543,green,0,1350141,0.0,Maine,2020-03-14
8545,green,0,1350141,0.0,Maine,2020-03-16
12780,darkgreen,0,1366275,0.0,New Hampshire,2020-02-20
8946,darkgreen,0,6055802,0.0,Maryland,2020-02-20
8947,darkgreen,0,6055802,0.0,Maryland,2020-02-21
8948,darkgreen,0,6055802,0.0,Maryland,2020-02-22
8949,darkgreen,0,6055802,0.0,Maryland,2020-02-23
8950,darkgreen,0,6055802,0.0,Maryland,2020-02-24
8951,darkgreen,0,6055802,0.0,Maryland,2020-02-25
8952,darkgreen,0,6055802,0.0,Maryland,2020-02-26
8953,darkgreen,0,6055802,0.0,Maryland,2020-02-27
8954,darkgreen,0,6055802,0.0,Maryland,2020-02-28
8955,darkgreen,0,6055802,0.0,Maryland,2020-02-29
8956,darkgreen,0,6055802,0.0,Maryland,2020-03-01
8957,darkgreen,0,6055802,0.0,Maryland,2020-03-02
8958,darkgreen,0,6055802,0.0,Maryland,2020-03-03
8959,darkgreen,0,6055802,0.0,Maryland,2020-03-04
8960,darkgreen,0,6055802,0.0,Maryland,2020-03-05
8961,green,0,6055802,0.0,Maryland,2020-03-06
8962,green,0,6055802,0.0,Maryland,2020-03-07
8963,green,0,6055802,0.0,Maryland,2020-03-08
8964,green,0,6055802,0.0,Maryland,2020-03-09
8965,green,0,6055802,0.0,Maryland,2020-03-10
12781,darkgreen,0,1366275,0.0,New Hampshire,2020-02-21
8544,green,0,1350141,0.0,Maine,2020-03-15
12782,darkgreen,0,1366275,0.0,New Hampshire,2020-02-22
12784,darkgreen,0,1366275,0.0,New Hampshire,2020-02-24
